ta,rh,vel,met,clo,thermal_sensation,gender
22.43,55.98189583,0.06,1.4,0.49,1,female
21.8,64.04738152,0.06,1.4,0.47,-1,female
21.72,64.77197596,0.06,1.4,0.47,-0.5,female
23.21,57.99024758,0.06,1.4,0.46,0,female
20.3,48.8,0.06,1.4,0.43,1,female
23.1,58.8,0.06,1.4,0.3,-1,male
26.1,34.4,0.06,1.4,1.81,1,female
22.2,36.5,0.06,1.4,1.71,0,male
17.8,43.8,0.06,1.4,1.55,0,male
20.5,36.8,0.06,1.4,1.54,0,female
18.8,38.4,0.06,1.4,1.51,1,male
19.7,55.5,0.06,1.4,1.45,-1,male
21.2,25.3,0.06,1.4,1.41,0,female
25.1,43.1,0.06,1.4,1.41,1,male
17.9,36.3,0.06,1.4,1.28,-1,male
25,44,0.06,1.4,1.18,0,male
20.6,51.2,0.06,1.4,1.16,-1,female
21.3,55,0.06,1.4,1.06,0,male
22.8,29.8,0.06,1.4,1.05,-1,male
23.9,23.4,0.06,1.4,1.04,-1,male
24.6,42,0.06,1.4,1.04,1,male
23.8,51.4,0.06,1.4,0.96,1,male
23.4,27.2,0.06,1.4,0.95,0,male
13.9,66.7,0.06,1.4,0.94,-1,female
26.4,45.5,0.06,1.4,0.87,-1,female
21.3,52,0.06,1.4,0.83,0,female
23.9,54.7,0.06,1.4,0.83,0,male
20.1,57.2,0.06,1.4,0.83,0,male
23.2,,0.06,1.4,0.81,1,female
26.8,44.2,0.06,1.4,0.81,0,male
24.1,56,0.06,1.4,0.81,0,male
26.8,64.9,0.06,1.4,0.79,0,male
19.5,42.9,0.06,1.4,0.77,0,male
23.6,51.3,0.06,1.4,0.74,0,male
24.3,46.5,0.06,1.4,0.74,0,male
24.4,42.9,0.06,1.4,0.74,1,male
23.6,46.8,0.06,1.4,0.74,0,male
24,,0.06,1.4,0.72,0,female
21.7,54.2,0.06,1.4,0.7,0,female
24.2,59.1,0.06,1.4,0.7,-1,male
25.7,54.5,0.06,1.4,0.7,-0.5,male
24.8,51.7,0.06,1.4,0.7,0,male
24,46.1,0.06,1.4,0.7,0,male
25,66.3,0.06,1.4,0.7,0,male
22.9,49.3,0.06,1.4,0.7,-1,male
27.7,30.7,0.06,1.4,0.7,0,male
26.2,53.1,0.06,1.4,0.7,0,male
32.9,,0.06,1.4,0.69,3,male
24.1,51.6,0.06,1.4,0.68,0,male
23.4,44.9,0.06,1.4,0.68,1,male
24.7,45.9,0.06,1.4,0.66,0,female
24.5,53.8,0.06,1.4,0.66,0,male
24.3,55.6,0.06,1.4,0.64,0,female
24.8,59.2,0.06,1.4,0.64,-0.5,male
23.4,66.1,0.06,1.4,0.64,0,male
22.9,49.9,0.06,1.4,0.64,0,male
24.2,41.3,0.06,1.4,0.64,0,male
25.2,55.5,0.06,1.4,0.64,0,male
22.5,40.2,0.06,1.4,0.63,1,female
25.6,,0.06,1.4,0.63,2,male
26.1,42.2,0.06,1.4,0.61,2,female
23.6,58.3,0.06,1.4,0.61,0,male
22.6,70.6,0.06,1.4,0.59,-1,female
24.5,,0.06,1.4,0.59,0,female
26.5,58.1,0.06,1.4,0.59,0,female
22.7,29.9,0.06,1.4,0.58,-1,male
23.6,43.9,0.06,1.4,0.57,-1,female
25.1,64.9,0.06,1.4,0.57,-1,female
23.1,,0.06,1.4,0.56,-1,male
24.7,53.1,0.06,1.4,0.56,-1,male
24.6,41.4,0.06,1.4,0.56,0,male
27.1,64.8,0.06,1.4,0.55,0,male
25.1,46,0.06,1.4,0.54,0,male
22.9,63.9,0.06,1.4,0.49,0,male
25.4,56.6,0.06,1.4,0.46,1,male
24.5,58.4,0.06,1.4,0.46,-0.5,male
23.2,44.7,0.06,1.4,0.46,0,male
24.1,58.8,0.06,1.4,0.46,1,male
23.7,51.8,0.06,1.4,0.46,0,male
24.8,73.5,0.06,1.4,0.43,0,male
25.1,57.7,0.06,1.4,0.42,2,female
24.8,63.9,0.06,1.4,0.41,0,female
25.2,52.2,0.06,1.4,0.41,0,male
22.3,45.5,0.06,1.4,0.38,1,male
28,49.8,0.06,1.4,0.32,2,male
22.5,62.53092112,0.06,1.433447099,0.618,-0.8,male
11.2,48.3,0.06,1.45,1.63,0,female
24.7,44.2,0.06,1.45,0.53,-2,male
23,37,0.06,1.450511945,0.88,2,female
22.7,83.4,0.06,1.48,0.63,0,female
26.4,33.9,0.06,1.5,1.24,0.5,female
22.5,19.2,0.06,1.5,1.2,0,male
20.6,34.6,0.06,1.5,1.06,0,male
21,56.3,0.06,1.5,1.05,0,male
24.9,61.1,0.06,1.5,1.04,-1,female
23.9,32.3,0.06,1.5,1,0,female
22.3,19.2,0.06,1.5,1,-1,male
19.3,43.4,0.06,1.5,0.98,0,male
22.1,55.5,0.06,1.5,0.93,1,male
21.5,45.4,0.06,1.5,0.83,0,male
21.5,33.5,0.06,1.5,0.8,0,male
26.5,54.5,0.06,1.5,0.75,1,male
24.7,43,0.06,1.5,0.74,1,female
25.2,54.7,0.06,1.5,0.7,-1,male
24.2,54.2,0.06,1.5,0.7,0.5,male
24.5,58,0.06,1.5,0.7,-1,male
24.6,65.8,0.06,1.5,0.7,1,male
24.7,67.8,0.06,1.5,0.7,2,male
23.1,67,0.06,1.5,0.68,1,male
23.3,66.5,0.06,1.5,0.63,-3,female
25.3,38.4,0.06,1.5,0.55,0,female
23.8,58.5,0.06,1.5,0.54,0,female
30.9,44.4,0.06,1.5,0.51,1,female
24.2,56.6,0.06,1.5,0.51,1,male
22.8,18.9,0.06,1.5,0.5,1,female
22.7,27.5,0.06,1.5,0.5,1,female
20.5,40.4,0.06,1.5,0.46,1,female
22.9,56.5,0.06,1.5,0.46,2.1,male
24.4,59.6,0.06,1.5,0.42,1,female
24.7,42.11119283,0.06,1.552901024,0.40478,-0.3,female
19.5,20.1,0.06,1.6,1.81,0,male
21.9,44.4,0.06,1.6,1.67,0,male
20.1,65.1,0.06,1.6,1.44,0,female
25,30.6,0.06,1.6,1.37,0,male
20.7,52,0.06,1.6,1.21,0,female
22.7,32.7,0.06,1.6,1.13,0,female
23.1,30.7,0.06,1.6,1.1,1,female
23.6,28.6,0.06,1.6,1.1,2,female
25.2,42.7,0.06,1.6,1.09,0,male
17.7,51.9,0.06,1.6,1.06,0,male
21.5,50.9,0.06,1.6,1.06,0,male
23.8,49.3,0.06,1.6,1.01,0,female
23.3,23.3,0.06,1.6,1,1,female
23.5,19.5,0.06,1.6,1,0,male
23.6,27.8,0.06,1.6,0.96,0,male
22.9,11.3,0.06,1.6,0.9,-1,female
23,18.7,0.06,1.6,0.9,-1,female
21.1,22.5,0.06,1.6,0.87,0,male
23.9,77.5,0.06,1.6,0.86,0,female
18.7,49.5,0.06,1.6,0.81,0,female
23.6,56.4,0.06,1.6,0.81,0,male
23.4,33.7,0.06,1.6,0.76,0.3,female
22.4,26.2,0.06,1.6,0.74,-1,male
23.9,53.4,0.06,1.6,0.7,0,female
25,54.9,0.06,1.6,0.7,0.5,male
27.5,40.8,0.06,1.6,0.7,0,male
25.4,43.4,0.06,1.6,0.7,0,male
25.5,42.7,0.06,1.6,0.7,0,male
21.4,56.9,0.06,1.6,0.7,-1,male
25.1,47.2,0.06,1.6,0.69,3,male
23.8,27.3,0.06,1.6,0.68,0.2,female
24.7,61.2,0.06,1.6,0.68,0,male
25.6,64,0.06,1.6,0.66,-0.5,male
25.7,48.8,0.06,1.6,0.66,1,male
23.6,13.3,0.06,1.6,0.66,1,male
23.2,37.4,0.06,1.6,0.66,0,male
25.1,65,0.06,1.6,0.64,-1,female
23.2,47.8,0.06,1.6,0.64,0,male
23.6,45.8,0.06,1.6,0.64,0,male
24.7,67.3,0.06,1.6,0.64,-1,male
25.4,71.9,0.06,1.6,0.64,0,male
25.3,43.6,0.06,1.6,0.64,-1,male
25.3,44,0.06,1.6,0.64,0,male
23.6,38.5,0.06,1.6,0.62,0,male
25.5,71.6,0.06,1.6,0.57,0,female
25.4,71.8,0.06,1.6,0.57,0,female
27.1,47.3,0.06,1.6,0.56,1,male
24.7,45,0.06,1.6,0.56,0,male
25.5,46.1,0.06,1.6,0.54,-2,female
21,44,0.06,1.6,0.53,0,female
22.1,57.8,0.06,1.6,0.51,0,male
24.8,54.7,0.06,1.6,0.5,1,female
26.5,39.4,0.06,1.6,0.5,-1,male
26.9,40.4,0.06,1.6,0.49,1,male
21.9,36.9,0.06,1.6,0.44,0,male
25.7,43,0.06,1.6,0.43,0,female
25.2,51.1,0.06,1.6,0.43,0,male
23.1,54.7,0.06,1.6,0.41,0,female
23.9,39.7,0.06,1.6,0.4,-1,female
22.6,46.2,0.06,1.6,0.28,0,female
22.6,64.8,0.06,1.65,0.82,1,male
23.4,76.8,0.06,1.65,0.6,1,female
23.08,53.04,0.06,1.658,0.56,1,female
17.6,48,0.06,1.7,1.41,-1,male
19.7,49.5,0.06,1.7,1.07,0,male
25.7,40.9,0.06,1.7,1.04,0,male
17.5,66.2,0.06,1.7,0.98,0,male
23.6,27.2,0.06,1.7,0.9,0,male
23.1,57.4,0.06,1.7,0.81,-0.5,male
24.2,67.2,0.06,1.7,0.75,1,female
22.8,57.4,0.06,1.7,0.75,0.5,male
23.4,45.1,0.06,1.7,0.7,0,male
23.8,51.3,0.06,1.7,0.7,-1,male
23.7,50.7,0.06,1.7,0.7,-1,male
22.1,55.5,0.06,1.7,0.68,0,male
24,30.6,0.06,1.7,0.64,1,male
27.7,30.3,0.06,1.7,0.63,1,female
20.3,53.6,0.06,1.7,0.63,2,female
21.2,50.6,0.06,1.7,0.63,0,female
25.4,41.5,0.06,1.7,0.59,0,female
21.8,47.6,0.06,1.7,0.53,0,female
27.3,50.1,0.06,1.7,0.49,2,female
23.5,76.9,0.06,1.73,0.84,-2,female
24.3,45.85252107,0.06,1.788395904,0.75396,0,male
22.1,57.4,0.06,1.8,0.99,2,male
18.6,26.7,0.06,1.8,0.82,-3,female
24.1,48.1,0.06,1.8,0.71,0,male
19.5,40.3,0.06,1.8,0.7,0,male
23.4,47,0.06,1.8,0.65,1,male
24.4,26.7,0.06,1.8,0.62,0,male
22.9,41.7,0.06,1.8,0.59,-2,female
23.5,57.8,0.06,1.8,0.56,1,male
23.4,22.7,0.06,1.8,0.53,0,male
23.7,56.1,0.06,1.8,0.49,1,male
29.3,67.8,0.06,1.8,0.38,0,female
23.7,42.61307884,0.06,1.877133106,0.6564,1,male
14.9,27.8,0.06,1.9,1.61,0,male
21.2,61.9,0.06,1.9,1.18,0,male
19.1,70.7,0.06,1.9,1.15,0,male
19.7,51.5,0.06,1.9,1.15,0,male
19.6,50.7,0.06,1.9,1.05,0,male
19.7,39.7,0.06,1.9,0.97,0,male
21,42.2,0.06,1.9,0.93,0,male
21.2,46.6,0.06,1.9,0.92,0,male
22.6,49.6,0.06,1.9,0.91,0,male
21.3,53.6,0.06,1.9,0.9,1,female
20.2,61.7,0.06,1.9,0.75,-1,male
25.6,47.9,0.06,1.9,0.74,2,male
25.3,42.5,0.06,1.9,0.74,1,male
24.3,53.8,0.06,1.9,0.74,1,male
21.3,60.3,0.06,1.9,0.7,0,male
23.8,45.2,0.06,1.9,0.57,-3,female
23,49.5,0.06,1.9,0.53,1,female
27.7,78.3,0.06,1.9,0.49,0,male
24,56.9,0.06,1.9,0.48,0,female
25.1,54.1,0.06,1.9,0.48,1,male
20.3,68.2,0.06,2,1.78,-1,female
18.3,47.4,0.06,2,1.7,-1,male
20.3,62,0.06,2,1.7,0,male
16.4,50.5,0.06,2,1.06,0,male
21.1,44.5,0.06,2,1.03,1,male
22,41.8,0.06,2,0.96,0,male
22.1,37.7,0.06,2,0.9,0,female
23.9,25.5,0.06,2,0.87,-1.5,male
21.3,62.3,0.06,2,0.72,0,male
26.8,49.5,0.06,2,0.66,0,female
22.7,48.5,0.06,2,0.66,0,male
24.9,58.3,0.06,2,0.56,2,male
25.9,63.1,0.06,2,0.54,0,female
23,60.8,0.06,2,0.54,0,female
25,28.3,0.06,2,0.53,1,male
23,61.6,0.06,2,0.53,0,male
24.5,41.2,0.06,2,0.52,1,female
27.5,64.7,0.06,2,0.49,3,female
19.7,42.7,0.06,2,0.49,1,female
22,43.9,0.06,2,0.49,0,male
25.9,51.8,0.06,2,0.48,0,male
27.7,79.2,0.06,2,0.29,1,female
19.8,51.4,0.06,2.1,1.29,1,male
20,51.9,0.06,2.1,1.05,1,male
19.1,51.3,0.06,2.1,0.78,2,male
19.1,51.25,0.06,2.1,0.65,2,male
26.2,66.1,0.06,2.1,0.63,1,female
20,51.9,0.06,2.1,0.6,2,male
22,55.3,0.06,2.1,0.38,1,female
19.7,43,0.06,2.1,0.38,1,male
19.9,65.5,0.06,2.2,0.86,0,female
21.4,51.2,0.06,2.2,0.72,0,female
22.7,62.2,0.06,2.2,0.48,0,male
18.5,47.5,0.06,2.3,1.25,0,female
18.7,47.7,0.06,2.3,1.1,2,female
23.5,52.12,0.06,2.3,1,2,female
20,49.9,0.06,2.3,0.97,-3,female
24.2,48.58,0.06,2.3,0.87,2,female
23.5,45.92,0.06,2.3,0.84,3,female
23.8,50,0.06,2.3,0.81,-2,female
22.4,31.5,0.06,2.3,0.76,2,female
18.7,47.7,0.06,2.3,0.74,2,female
22.3,31.8,0.06,2.3,0.71,1,female
22.8,56.24,0.06,2.3,0.7,0,female
22.3,31.8,0.06,2.3,0.7,2,female
23.6,50.9,0.06,2.3,0.68,2,female
23.8,50,0.06,2.3,0.67,3,female
23.9,46.12,0.06,2.3,0.67,2,female
22.3,31.8,0.06,2.3,0.67,1,female
24.2,48.35,0.06,2.3,0.65,3,female
24.8,38.7,0.06,2.3,0.61,0,male
24.2,48.35,0.06,2.3,0.58,0,female
18.5,47.4,0.06,2.3,0.58,2,female
23.8,50,0.06,2.3,0.56,2,female
22.8,56.24,0.06,2.3,0.56,2,female
24.1,49.2,0.06,2.3,0.52,2,female
22.9,31.7,0.06,2.3,0.47,-1,male
22.8,56.24,0.06,2.3,0.45,2,female
23.5,45.92,0.06,2.3,0.39,0,female
24.2,48.35,0.06,2.3,0.39,2,female
23.1,54.14,0.06,2.3,0.31,3,female
24.1,49.11,0.06,2.3,0.31,3,female
24.2,48.58,0.06,2.3,0.3,2,female
23.5,52.12,0.06,2.3,0.29,1,female
23.7,51.25,0.06,2.3,0.29,2,female
23.1,54.14,0.06,2.3,0.29,2,female
17.4,47.8,0.06,2.4,1.1,-3,male
18.7,47.7,0.06,2.4,0.97,2,male
18.7,47.7,0.06,2.4,0.39,0,male
26,50.3,0.06,2.4,0.47,0,female
21.1,49.9,0.06,2.5,0.61,0,male
23.6,80.4,0.06,2.5,0.57,0,female
20.5,54.5,0.06,2.6,1.2,0,male
23.7,57.5,0.06,2.6,1.1,3,female
22.1,46.5,0.06,2.6,1.03,-1,female
19.7,51.1,0.06,2.6,0.99,0,male
25.1,49.5,0.06,2.6,0.97,-2,female
18.7,47.7,0.06,2.6,0.96,2,female
23.8,52.5,0.06,2.6,0.95,2,male
22.1,46.5,0.06,2.6,0.94,0,female
21.2,45.4,0.06,2.6,0.92,2,male
21.2,44.8,0.06,2.6,0.91,-2,male
23.8,52.5,0.06,2.6,0.89,3,male
21.5,44.6,0.06,2.6,0.85,-1,male
21.5,44.4,0.06,2.6,0.84,1,male
21.3,44.6,0.06,2.6,0.83,1,male
25.1,49.5,0.06,2.6,0.81,3,female
25.9,50.4,0.06,2.6,0.77,3,female
21.3,44.6,0.06,2.6,0.77,3,female
18.8,48,0.06,2.6,0.77,-1,female
21.3,44.6,0.06,2.6,0.76,0,male
21.2,44.8,0.06,2.6,0.76,0,male
21.5,44.9,0.06,2.6,0.76,1,male
25.8,54.2,0.06,2.6,0.75,3,male
20.6,52.4,0.06,2.6,0.73,2,male
22.4,48.95,0.06,2.6,0.72,2,female
18.5,47.5,0.06,2.6,0.72,1,female
19,50.7,0.06,2.6,0.7,0,female
22.4,33.3,0.06,2.6,0.7,-1,male
22.6,47.84,0.06,2.6,0.69,-1,female
23.7,57.5,0.06,2.6,0.68,2,female
25.1,49.5,0.06,2.6,0.67,2,female
21.5,44.4,0.06,2.6,0.67,2,female
21.3,44.6,0.06,2.6,0.67,2,female
22.3,31.8,0.06,2.6,0.67,2,female
22.3,31.8,0.06,2.6,0.67,2,female
25.1,49.5,0.06,2.6,0.66,2,female
23.7,49.5,0.06,2.6,0.65,-2,female
23.8,52.5,0.06,2.6,0.63,0,male
22,44.35,0.06,2.6,0.59,2,female
18.8,48,0.06,2.6,0.58,2,female
25.2,43.9,0.06,2.6,0.54,2,female
23.2,58.1,0.06,2.6,0.53,-2,female
21.8,57.6,0.06,2.6,0.51,2,female
25.1,49.5,0.06,2.6,0.51,-2,female
22.4,44,0.06,2.6,0.51,2,female
21.2,48.3,0.06,2.6,0.51,2,female
23.7,48,0.06,2.6,0.49,3,female
21.6,44.7,0.06,2.6,0.48,1,male
20.9,52.9,0.06,2.6,0.48,2,male
26.6,48.9,0.06,2.6,0.44,1,male
24.1,49.1,0.06,2.6,0.42,2,female
25.3,42.6,0.06,2.6,0.42,2,female
21.3,44.6,0.06,2.6,0.42,2,male
21.4,45.15,0.06,2.6,0.4,-1,male
21.3,44.6,0.06,2.6,0.4,3,male
21,49.9,0.06,2.6,0.4,3,male
24.1,49.1,0.06,2.6,0.31,3,female
21.2,44.8,0.06,2.6,0.31,0,male
21.3,51.3,0.06,2.6,0.31,-1,male
24.1,49.11,0.06,2.6,0.29,0,female
24.1,49.1,0.06,2.6,0.29,2,female
25.3,49.5,0.06,3,0.6,3,male
23,45.6,0.06,3,0.37,3,male
23.6,50.9,0.06,3.1,0.63,2,female
21,49.9,0.06,3.1,0.44,1,female
23.6,50.9,0.06,3.1,0.39,2,female
23.6,50.9,0.06,3.1,0.38,2,female
23.7,51.07,0.06,3.1,0.34,1,female
20.6,68.3,0.06,3.5,0.41,0,female
22.84666667,37.59876644,0.060333333,1,0.62358,-0.5,male
21.62,30.75842,0.060333333,1,0.62358,0,male
21.46,55.62,0.060333333,1.031,0.53,-1,female
23.56,54.93566,0.060333333,1.2,0.70452,0,female
21.31,37.30129,0.060333333,1.2,0.547,0,male
24.2,17.3,0.060516,1,0.9513,0,female
24.2,17.3,0.060516,1.2,0.79275,0,female
25,50.5,0.060516,1.2,0.78218,-1,female
26.5,14.1,0.060516,1.2,0.67648,0,female
23.8,44.9,0.060516,1.2,0.51793,-1,female
25.3,19.2,0.060516,2,0.60249,0,female
14.6,70.1,0.060638107,1.877133106,0.75933299,0,male
12.8,44.2,0.060638107,0.887372014,1.4798,-1,female
12.8,63.6,0.060638107,0.887372014,1.35296,-2,female
12.8,58.3,0.060638107,1.006825939,1.4798,-1,female
12.2,54.6,0.060638107,1.126279863,1.55379,-3,female
23.42333333,37.69966921,0.060666667,1,0.62358,1,male
21.32,37.79681,0.061,1,0.73298,0,male
22.56,50.42979,0.061,1,0.57982,0,male
22.1,24.33765,0.061,1,0.51418,0,male
22.14,27.72013,0.061,1.2,0.90228,0.5,female
23.47333333,37.94613822,0.061,1.2,0.62358,0,male
21.76,42.78,0.061,1.396,0.87,-1,female
19.8,44.2,0.061231047,1.006825939,1.76110475,0,male
23.02,36.00124446,0.061333333,1,0.95172,1,female
21.78,24.39112,0.061333333,1,0.6564,0,male
23.11,47.34287,0.061333333,1,0.63036,0,female
21.92,48.25625,0.061333333,1,0.55794,-0.5,male
21.44,33.5968,0.061333333,1.2,1.0506,-0.5,female
22.79,23.60836,0.061333333,1.2,0.88992,-1,female
22.76,47.89998,0.061333333,1.2,0.7416,0,female
22.32,33.66348,0.061333333,1.2,0.6798,0,female
22.39,25.18358,0.061333333,1.2,0.62358,-1,male
21.39,36.48192,0.061333333,1.4,0.84238,-1,male
19.15,31.93788,0.061333333,1.4,0.72924,-1,female
21.99,31.89964,0.061333333,1.4,0.65508,-0.5,female
20.78,31.61824,0.061333333,1.4,0.40788,1,female
22.68,50.12973,0.061666667,1,0.6798,0,female
21.59,21.81803,0.061666667,1,0.67828,1,male
22.55,28.7155,0.061666667,1,0.62358,0,male
21.68,48.25472,0.061666667,1.2,0.84048,-1,female
22.25,23.44556,0.061666667,1.2,0.51912,0,female
30.9,18,0.06195414,0.887372014,0.60144084,1,male
29.1,66.9,0.06195414,0.887372014,0.52179659,-1,male
33,45.6,0.06195414,0.887372014,0.52179659,2,male
23.6,10.3,0.06195414,1.006825939,1.0418,1,male
22.5,13.5,0.06195414,1.006825939,1.0418,0,male
31.5,49.8,0.06195414,1.006825939,0.52179659,0,male
14,52.7,0.06195414,1.126279863,0.75933299,-1,male
27.9,66.2,0.06195414,1.126279863,0.52179659,-2,male
15.7,42.1,0.06195414,1.877133106,0.67270176,-1,male
31.4,56,0.06195414,1.877133106,0.60144084,0,male
31.9,54.6,0.06195414,1.877133106,0.52179659,2,male
33,44.2,0.06195414,1.877133106,0.52179659,2,male
14.6,12.7,0.06195414,1.006825939,0.56684691,0,male
30.3,19.8,0.06195414,0.887372014,0.52179659,0,male
30.7,20.4,0.06195414,1.877133106,0.70936875,2,male
31.2,42.1,0.06195414,1.877133106,0.52179659,-2,male
28.7,48.3,0.06195414,1.877133106,0.52179659,0,male
19.21,31.75036,0.062,1,0.7658,0,male
21.24,50.14007,0.062,1,0.26256,-0.3,male
23.77,41.93733,0.062,1.2,0.75486,1,male
22.38666667,44.68,0.062,1.375,0.4,1,female
23.16,44.07998,0.062333333,1,0.76632,1,female
22.67,27.86895,0.062333333,1,0.6798,1,female
23.37,38.80728,0.062333333,1,0.67828,0,male
21.25,35.51698,0.062333333,1,0.62358,-3,male
34.3,50.3,0.0625,0.767918089,1.00415,2,female
32.9,41.1,0.0625,0.767918089,0.96187,2,female
30.8,72.3,0.0625,0.767918089,0.57830144,1,male
31,70.1,0.0625,0.887372014,0.60144084,0,male
38,14.8,0.0625,0.887372014,0.60144084,1,male
31.2,36.2,0.0625,1.006825939,1.00415,2,female
31.6,53.4,0.0625,1.006825939,1.00415,2,female
28.5,55.6,0.0625,1.006825939,0.98301,0,female
25.1,49.2,0.0625,1.006825939,0.73419731,1,male
29.2,54.5,0.0625,1.006825939,0.62488736,0,male
31.6,70.1,0.0625,1.006825939,0.60144084,1,male
32.5,54.6,0.0625,1.006825939,0.60144084,3,male
33.2,62.6,0.0625,1.006825939,0.60144084,3,male
32.8,60.1,0.0625,1.006825939,0.60144084,0,male
30.5,62.3,0.0625,1.006825939,0.60144084,0,male
30.3,53.5,0.0625,1.006825939,0.60144084,2,male
28.9,59.2,0.0625,1.006825939,0.49973211,0,male
28.8,56.5,0.0625,1.006825939,0.49973211,0,male
29.6,57.6,0.0625,1.006825939,0.49973211,3,male
31,69.3,0.0625,1.126279863,0.60144084,3,male
19.6,50.8,0.0625,1.2,0.54964,1,female
28.8,52.2,0.0625,1.877133106,1.057,0,female
29.9,64,0.0625,1.877133106,0.60144084,1,male
30.3,61.4,0.0625,1.877133106,0.60144084,1,male
31.8,60.1,0.0625,1.877133106,0.57830144,1,male
29.5,51.9,0.0625,1.877133106,0.49973211,0,male
22.91333333,35.55062436,0.062666667,1,0.9888,1,female
23.47,45.83474,0.062666667,1.2,0.77868,0,female
21.36,42.19,0.062666667,1.203,0.48,-1,female
16.7,37.4,0.062938386,0.887372014,1.43752,-1,female
16.7,50.3,0.062938386,1.006825939,1.43752,0,female
23.15,45.7728,0.063,1,0.87756,-1,female
21.91,35.80711,0.063,1.2,0.76632,0,female
25.4,40.4,0.063207389,0.767918089,0.98301,0,female
24.9,51.8,0.063207389,1.006825939,1.46923,0,female
26.1,15.5,0.063207389,1.006825939,1.00415,1,female
24.9,38.7,0.063207389,1.126279863,1.46923,0,female
25.4,14.7,0.063207389,1.877133106,1.49037,0,female
21.17,46.02406209,0.063333333,1,1.19,1,female
22.23,44.52801017,0.063333333,1,0.93,0,female
20.75,24.2155,0.063333333,1,0.89708,0,male
22.9,30.33240844,0.063333333,1,0.895,0,female
23.47,29.4895037,0.063333333,1,0.89,1.9,male
21.73,32.3148969,0.063333333,1,0.815,-1,female
21,31.54135826,0.063333333,1,0.7699999,0,male
24.3,64.58081558,0.063333333,1,0.7649999,0.7,male
25.09,58.54575208,0.063333333,1,0.7649999,0.5,male
22.27,56.0829389,0.063333333,1,0.74,0.5,female
23.03,48.81475871,0.063333333,1,0.72,2,female
23.04,54.94257822,0.063333333,1,0.675,-0.3,male
23.1,37.94287756,0.063333333,1,0.665,1,female
23.53,30.21067203,0.063333333,1,0.665,0.5,female
24.02,54.87057494,0.063333333,1,0.63,2,male
21.07,47.162278,0.063333333,1,0.625,-1,female
25.67,56.56163223,0.063333333,1,0.6249999,1.5,male
23.17,49.38990861,0.063333333,1,0.62,1,female
24.3,31.12698725,0.063333333,1,0.6149999,1,male
22.43,65.2221034,0.063333333,1,0.535,0.2,male
22.47,25.3488424,0.063333333,1,0.525,-0.5,male
22.72,69.0089527,0.063333333,1,0.52,0,female
24.08,51.24779506,0.063333333,1,0.5,0,female
23.52,54.75248801,0.063333333,1,0.49,0,female
23.2,22.04680452,0.063333333,1,0.49,1,female
24,21.54549459,0.063333333,1,0.46,0,female
23.47,27.32047917,0.063333333,1,0.45,0,female
21.63,30.43747,0.063333333,1,0.3708,0,female
23.82333333,47.87,0.063333333,1.074,0.56,2.2,female
20.67,30.43705422,0.063333333,1.2,1.25,-1,male
21.3,56.82268086,0.063333333,1.2,1.225,0,female
20.97,44.06748125,0.063333333,1.2,1.175,-0.7,female
23.73,29.84880998,0.063333333,1.2,0.9449999,0,female
22,55.90356658,0.063333333,1.2,0.86,-1,female
23.18,26.95782239,0.063333333,1.2,0.82,2,female
23,40.87952351,0.063333333,1.2,0.7649999,-1,male
20.8,47.24631486,0.063333333,1.2,0.72,0,female
23.56,56.04348837,0.063333333,1.2,0.6799999,1.3,male
23.52,27.65230697,0.063333333,1.2,0.665,1,female
23.37,37.51447757,0.063333333,1.2,0.665,-1,female
24.9,60.86457808,0.063333333,1.2,0.6249999,1.5,male
22.83,24.99271604,0.063333333,1.2,0.6249999,1,male
22.37,57.962458,0.063333333,1.2,0.61,-2,female
21.7,36.12553689,0.063333333,1.2,0.61,0,male
21.93,34.55728554,0.063333333,1.2,0.555,-1.5,female
23.1,37.89568492,0.063333333,1.2,0.545,2,female
24.5,33.31576047,0.063333333,1.2,0.535,0.3,male
22.85,57.1596587,0.063333333,1.2,0.51,1,female
23.78,67.49021985,0.063333333,1.2,0.5,0,male
22.65,64.74401231,0.063333333,1.2,0.48,0,male
25.67,24.27537864,0.063333333,1.2,0.48,2.2,male
23.4,36.33432619,0.063333333,1.2,0.46,0.4,female
21.83,25.79634756,0.063333333,1.2,0.21,-1,female
23.57,67.89056318,0.063333333,1.4,0.89,0,male
23.03,54.59670101,0.063333333,1.4,0.74,1.5,female
21.95,48.45827,0.063333333,1.4,0.59076,0,male
22.73,43.29145093,0.063333333,1.4,0.58,0,female
22.47,36.77298221,0.063333333,1.4,0.46,1,female
22.43,63.55100203,0.063333333,1.4,0.35,0,female
22.78,36.06435928,0.063666667,1,0.95172,1,female
22.99,45.05166,0.063666667,1,0.90802,1,male
22.19,27.20624,0.063666667,1,0.75396,1.6,female
22.44,47.85435,0.063666667,1,0.48204,0,female
21.72666667,56.64,0.063666667,1.031,0.49,-1,female
21.71,50.83881,0.064,1,0.8205,-1,male
23.63,38.51502,0.064,1,0.59328,0.5,female
19.76,46.09,0.064,1.052,0.73,0.3,female
19.68666667,43.93,0.064,1.117,0.8,-0.3,female
23.24,55.50025,0.064,1.2,0.6798,2,female
23.11,56.04752,0.064,1.2,0.67828,0,male
22.02,43.54,0.064,1.538,0.66,2.5,female
22.86333333,42.62,0.064,1.546,0.65,-0.1,female
21.3,51.3,0.064009,1.2,0.6342,0,female
21.69,28.12962,0.064333333,1,0.95178,0,male
