ta,rh,vel,met,clo,thermal_sensation,gender
22.8,23.8,0.06,1.2,1.25,0,female
19.9,51.4,0.06,1.2,1.22,-1,male
19.7,57.3,0.06,1.2,1.21,-3,male
20.3,21.6,0.06,1.2,1.2,-1,female
23.9,13.4,0.06,1.2,1.2,-1,female
23.4,22.8,0.06,1.2,1.2,0,male
22.4,26.5,0.06,1.2,1.2,0,male
19.7,51.5,0.06,1.2,1.18,0,male
23.67,37.38907008,0.06,1.2,1.175,0.7,female
20.6,46.4,0.06,1.2,1.17,0,male
22.9,60,0.06,1.2,1.16,0,male
22.8,23.9,0.06,1.2,1.15,-1,male
19.6,63.3,0.06,1.2,1.14,0,male
23.2,24,0.06,1.2,1.13,-1,male
22.1,34.4,0.06,1.2,1.11,0,female
24.8,18.9,0.06,1.2,1.1,2,female
22.1,25.2,0.06,1.2,1.1,-1,male
20.2,64.6,0.06,1.2,1.1,0,male
25,32.8,0.06,1.2,1.09,2,female
22.1,48.2,0.06,1.2,1.08,0,female
22.9,49.2,0.06,1.2,1.08,0,female
23.88,67.94088103,0.06,1.2,1.08,0,male
21,58,0.06,1.2,1.07,0,female
19,43.8,0.06,1.2,1.07,-2,male
24.4,43.3,0.06,1.2,1.06,1,male
20.4,41.7,0.06,1.2,1.04,0,female
20.7,56.9,0.06,1.2,1.04,0,female
20.2,70.3,0.06,1.2,1.04,-1,male
23.3,61,0.06,1.2,1.03,1,female
21.2,51.6,0.06,1.2,1.03,0,male
23.1,50,0.06,1.2,1.03,0,male
22.1,41.9,0.06,1.2,1.03,-1,male
23.9,48.6,0.06,1.2,1.03,1,male
24.1,36.1,0.06,1.2,1.03,0,male
23,28.5,0.06,1.2,1.03,0,male
22.2,25.8,0.06,1.2,1.03,0,male
23.1,36.8,0.06,1.2,1.03,0,male
22.4,26.5,0.06,1.2,1.02,0,female
18.8,34.3,0.06,1.2,1.02,0,male
20.3,28.6,0.06,1.2,1.02,-1,male
17.3,44.2,0.06,1.2,1.02,-1,male
22.7,28.6,0.06,1.2,1,-2,female
24.5,29,0.06,1.2,0.98,-1,male
23.4,39.7,0.06,1.2,0.98,0,male
22,55.6,0.06,1.2,0.98,1,male
21.73,35.85414751,0.06,1.2,0.975,1,male
22,31.6,0.06,1.2,0.97,-1,male
21.55,29.19805855,0.06,1.2,0.96,0,female
24.3,44.6,0.06,1.2,0.95,0,female
22.87,40.58060981,0.06,1.2,0.945,-1,female
22.8,38.9,0.06,1.2,0.94,0,female
21.9,17.9,0.06,1.2,0.93,0,male
23.4,12.6,0.06,1.2,0.93,0,male
23.3,33.7,0.06,1.2,0.92,0,female
22.2,38.9,0.06,1.2,0.91,0,female
24.7,37.8,0.06,1.2,0.9,1,female
23.2,42.3,0.06,1.2,0.9,-2,female
23.6,28.2,0.06,1.2,0.9,0,male
23.2,30.5,0.06,1.2,0.9,0,male
23.4,21.3,0.06,1.2,0.9,-1,male
20.1,65.1,0.06,1.2,0.9,0,male
26.5,61,0.06,1.2,0.9,0,male
23.5,30.8,0.06,1.2,0.89,0,male
20.8,61.7,0.06,1.2,0.88,-1.4,male
22.9,29.8,0.06,1.2,0.87,0,female
22.97,55.36618362,0.06,1.2,0.865,0.4,female
23.03,32.70114904,0.06,1.2,0.86,1,female
25.2,39.9,0.06,1.2,0.85,2,female
26.1,44.9,0.06,1.2,0.85,0,male
19.7,40.4,0.06,1.2,0.82,-1,female
24.3,42.6,0.06,1.2,0.82,0,female
18.5,33,0.06,1.2,0.82,-1,male
18.6,26,0.06,1.2,0.82,-1,male
17,34.2,0.06,1.2,0.82,-1,male
20.2,27.5,0.06,1.2,0.82,0,male
23.8,13.2,0.06,1.2,0.82,0,male
24.1,44,0.06,1.2,0.81,1,male
24.2,49.5,0.06,1.2,0.8,-2,female
23.4,12.7,0.06,1.2,0.8,-2,female
26.5,63,0.06,1.2,0.8,-1,male
21.2,52.2,0.06,1.2,0.8,1,male
21.7,47.4,0.06,1.2,0.8,-2,male
24.2,53.3,0.06,1.2,0.79,0,male
21,77.5,0.06,1.2,0.78,0,male
26.3,61,0.06,1.2,0.78,-1,male
26.3,61,0.06,1.2,0.78,0,male
26.5,63,0.06,1.2,0.77,3,female
20.7,31.5,0.06,1.2,0.77,-1,male
23.4,50.9,0.06,1.2,0.77,0,male
21.5,55.6,0.06,1.2,0.77,0,male
25.7,45,0.06,1.2,0.77,2,male
23.02,62.92855247,0.06,1.2,0.7649999,0,male
23.9,42.7,0.06,1.2,0.76,-2,female
24.2,,0.06,1.2,0.76,-1,female
27.1,45,0.06,1.2,0.76,1,female
23.8,,0.06,1.2,0.74,1,female
22.9,55.4,0.06,1.2,0.74,0,female
25.1,52.8,0.06,1.2,0.74,-1,female
19.2,27.2,0.06,1.2,0.74,-2,male
22.5,48.1,0.06,1.2,0.74,-2,male
23.8,44.5,0.06,1.2,0.74,0,male
22.8,51.5,0.06,1.2,0.74,0,male
22.87,42.82977097,0.06,1.2,0.73,1.3,female
24.1,39.6,0.06,1.2,0.73,-1,female
26.8,40,0.06,1.2,0.73,1,male
23.2,43.7,0.06,1.2,0.73,0,male
24,50.2,0.06,1.2,0.73,0,male
22.6,46.3,0.06,1.2,0.73,-1,male
23.9,46.7,0.06,1.2,0.73,1,male
22.3,14.3,0.06,1.2,0.73,0,male
23,29.1,0.06,1.2,0.73,-1,male
23.2,23.2,0.06,1.2,0.73,0,male
23.6,44.6,0.06,1.2,0.73,0,male
29.9,29,0.06,1.2,0.71,1,female
24.1,25.7,0.06,1.2,0.71,0,female
23.9,,0.06,1.2,0.71,0,male
23.8,,0.06,1.2,0.71,-1,male
24.6,27.5,0.06,1.2,0.71,1.5,male
23.43,46.07592631,0.06,1.2,0.705,-1.5,male
24.3,42.4,0.06,1.2,0.7,0,female
22.8,24.5,0.06,1.2,0.7,-1,female
25.2,46.4,0.06,1.2,0.7,0,female
23,22.7,0.06,1.2,0.7,0,male
22.6,22.2,0.06,1.2,0.7,-1,male
27,38,0.06,1.2,0.7,0,male
25.3,54.1,0.06,1.2,0.7,0,male
24.3,52.9,0.06,1.2,0.7,0,male
24.4,44.1,0.06,1.2,0.69,0,female
24.4,42,0.06,1.2,0.69,1,male
22.47,41.13670943,0.06,1.2,0.685,0,female
24.2,54.2,0.06,1.2,0.68,0,female
31.2,45.1,0.06,1.2,0.68,0,female
26.1,42.8,0.06,1.2,0.68,1,male
26.3,61,0.06,1.2,0.67,2,female
26.3,61,0.06,1.2,0.66,-1,female
24.3,49.2,0.06,1.2,0.66,0,female
26.3,57.4,0.06,1.2,0.65,0,female
24.2,54.9,0.06,1.2,0.65,2,male
23.1,28.2,0.06,1.2,0.65,-1,male
27.6,,0.06,1.2,0.64,1,male
27,38,0.06,1.2,0.64,0,male
24.6,66.1,0.06,1.2,0.64,0,male
26.5,63,0.06,1.2,0.64,2,male
26.5,63,0.06,1.2,0.64,0,male
26.5,61,0.06,1.2,0.64,1,male
26.5,61,0.06,1.2,0.64,3,male
26.3,61,0.06,1.2,0.64,2,male
26,49.8,0.06,1.2,0.64,0,male
23.4,43.9,0.06,1.2,0.64,0,male
24.1,25.7,0.06,1.2,0.63,0,female
23.8,50.9,0.06,1.2,0.63,0,female
25.7,51.4,0.06,1.2,0.63,0,female
20.7,60.8,0.06,1.2,0.63,0,female
23.2,,0.06,1.2,0.63,0,male
23.9,,0.06,1.2,0.63,0,male
24.3,,0.06,1.2,0.63,1,male
24.7,,0.06,1.2,0.63,-1,male
22.1,,0.06,1.2,0.63,0,male
26.5,63,0.06,1.2,0.63,2,male
26.5,61,0.06,1.2,0.63,3,male
26.5,61,0.06,1.2,0.63,2,male
26.3,61,0.06,1.2,0.63,1,male
25.3,39.3,0.06,1.2,0.63,-1,male
21.5,61.7,0.06,1.2,0.63,0,male
25.7,49.5,0.06,1.2,0.63,2,male
24.4,34.5,0.06,1.2,0.63,1,male
23.83,42.72077656,0.06,1.2,0.6249999,-1.2,male
23.37,27.02156676,0.06,1.2,0.62,0,female
26.5,63,0.06,1.2,0.62,0,female
26.5,61,0.06,1.2,0.62,2,female
23.2,50.9,0.06,1.2,0.62,1,female
24.31,66.03391478,0.06,1.2,0.62,0.5,male
26.5,63,0.06,1.2,0.61,0,female
26.5,63,0.06,1.2,0.61,0,female
24.3,40.3,0.06,1.2,0.6,1,female
23.9,41.1,0.06,1.2,0.6,0,female
21.3,19.7,0.06,1.2,0.6,-3,female
23.9,80.6,0.06,1.2,0.6,-1,female
26.1,60.7,0.06,1.2,0.6,0,female
26.2,47.2,0.06,1.2,0.6,0,female
23.6,40.5,0.06,1.2,0.6,-1,male
23.9,20.8,0.06,1.2,0.6,1,male
24.4,13,0.06,1.2,0.6,2,male
24.1,27.3,0.06,1.2,0.6,0,male
26.7,53.9,0.06,1.2,0.59,-2,female
22.47,42.99987386,0.06,1.2,0.59,-2,female
22.3,45.37896229,0.06,1.2,0.58,-1,female
22.3,41.9,0.06,1.2,0.58,0,female
26.5,51,0.06,1.2,0.58,0,male
24.5,42.8,0.06,1.2,0.58,0,male
23.9,43.5,0.06,1.2,0.58,0,male
25,37.3,0.06,1.2,0.58,-1,male
23.9,56.7,0.06,1.2,0.58,1,male
23,45.3,0.06,1.2,0.58,0,male
26.3,61,0.06,1.2,0.57,-1,female
25.2,52.2,0.06,1.2,0.57,1,male
26.3,61,0.06,1.2,0.57,2,male
20.63,32.4878334,0.06,1.2,0.5699999,-1,male
24.1,76.6,0.06,1.2,0.56,-1,female
21.1,53.6,0.06,1.2,0.56,0,female
25.6,,0.06,1.2,0.56,0,female
26.5,63,0.06,1.2,0.56,1,female
24.7,71,0.06,1.2,0.55,0,male
24.1,51.4,0.06,1.2,0.55,0,male
26.5,63,0.06,1.2,0.55,2,male
26.5,61,0.06,1.2,0.55,0,male
26.3,61,0.06,1.2,0.55,0,male
24.6,36.7,0.06,1.2,0.54,1,female
23.6,56.13747676,0.06,1.2,0.535,0,female
26.3,61,0.06,1.2,0.53,-1,female
22.5,63.8,0.06,1.2,0.53,0,male
24.5,49,0.06,1.2,0.53,1,male
21.9,50.4,0.06,1.2,0.53,0,male
26.5,61,0.06,1.2,0.53,0,male
21.73,63.45004359,0.06,1.2,0.525,0,female
25,64,0.06,1.2,0.52,1,female
26.4,52.9,0.06,1.2,0.52,0,female
26.5,63,0.06,1.2,0.52,0,female
21.87,35.34526786,0.06,1.2,0.51,-2,female
26.5,63,0.06,1.2,0.51,2,male
24.1,40.5,0.06,1.2,0.5,-1,female
23.8,37.8,0.06,1.2,0.5,-1,female
22.4,61.4,0.06,1.2,0.5,-1,female
25.2,38.2,0.06,1.2,0.5,1,female
24.3,19.3,0.06,1.2,0.5,1,female
22.7,19.2,0.06,1.2,0.5,-2,female
23,23.5,0.06,1.2,0.5,-1,female
24.8,73.2,0.06,1.2,0.5,0,female
24.8,73.2,0.06,1.2,0.5,1,female
25.8,66.2,0.06,1.2,0.5,0,female
25.8,66.2,0.06,1.2,0.5,-1,female
25.8,66.2,0.06,1.2,0.5,0,female
25.8,66.2,0.06,1.2,0.5,-1,female
24.7,56.2,0.06,1.2,0.5,0,female
24.7,56.2,0.06,1.2,0.5,0,female
25.8,66.7,0.06,1.2,0.5,0,female
25.8,66.7,0.06,1.2,0.5,0,female
25.8,66.7,0.06,1.2,0.5,0,female
25.8,66.7,0.06,1.2,0.5,-1,female
24.2,71.6,0.06,1.2,0.5,0,female
24.2,71.6,0.06,1.2,0.5,0,female
24.2,71.6,0.06,1.2,0.5,0,female
26.5,61,0.06,1.2,0.5,1,female
26.9,33.5,0.06,1.2,0.5,1,male
23.3,54.5,0.06,1.2,0.5,-2,male
23.8,37,0.06,1.2,0.5,-1,male
23.3,38.6,0.06,1.2,0.5,0,male
23.2,60.3,0.06,1.2,0.5,0,male
23.1,58.3,0.06,1.2,0.5,-1,male
24,33.5,0.06,1.2,0.5,-1,male
25.8,66.2,0.06,1.2,0.5,2,male
25.8,66.2,0.06,1.2,0.5,2,male
24.2,71.6,0.06,1.2,0.5,1,male
21.1,44.3,0.06,1.2,0.5,0.1,male
22.5,58.4,0.06,1.2,0.49,2,female
21.2,52.9,0.06,1.2,0.49,-2,female
26.5,61,0.06,1.2,0.49,3,female
27,39.6,0.06,1.2,0.49,1,female
22.59,68.38754481,0.06,1.2,0.49,0,male
26.5,51,0.06,1.2,0.49,0,male
26.5,51,0.06,1.2,0.49,0,male
26.5,61,0.06,1.2,0.48,-1,female
26.5,63,0.06,1.2,0.48,0,male
24.5,49,0.06,1.2,0.47,1,female
26.5,51,0.06,1.2,0.47,0,female
26.5,61,0.06,1.2,0.47,0,male
21.1,70.42651576,0.06,1.2,0.46,0,female
23.27,35.17268191,0.06,1.2,0.46,2,female
24.4,53.2,0.06,1.2,0.46,0,male
23.2,54,0.06,1.2,0.46,2,male
26.3,61,0.06,1.2,0.45,1,male
24.13,35.61514381,0.06,1.2,0.445,2,female
26.5,61,0.06,1.2,0.44,1,male
26.3,61,0.06,1.2,0.44,1,male
26.5,61,0.06,1.2,0.43,0,female
26.3,61,0.06,1.2,0.43,2,female
26.3,61,0.06,1.2,0.43,2,female
25.6,45.5,0.06,1.2,0.43,1,male
25.4,57.3,0.06,1.2,0.43,1,male
24.1,59.1,0.06,1.2,0.43,1,male
23.8,23.3,0.06,1.2,0.43,1,male
26.5,63,0.06,1.2,0.43,0,male
26.3,61,0.06,1.2,0.43,2,male
27,37.5,0.06,1.2,0.43,1,male
26,49.2,0.06,1.2,0.42,1,female
26.5,61,0.06,1.2,0.42,0,female
26.5,61,0.06,1.2,0.42,1,male
26.3,61,0.06,1.2,0.42,1,male
24.9,60.2,0.06,1.2,0.41,1,female
24.8,50,0.06,1.2,0.41,0,male
23.1,57,0.06,1.2,0.4,-1,female
24.2,50.8,0.06,1.2,0.4,2,female
26.8,38.4,0.06,1.2,0.4,1,female
26.9,38.5,0.06,1.2,0.4,2,female
23.4,12.1,0.06,1.2,0.4,0,female
23.8,37.8,0.06,1.2,0.4,2,male
27.4,47,0.06,1.2,0.4,0,male
26.5,63,0.06,1.2,0.38,3,male
23.73,55.47244595,0.06,1.2,0.35,0,female
24.4,35.52328204,0.06,1.2,0.32,2,female
23.3,40.7,0.06,1.2,0.3,2,female
25.8,66.2,0.06,1.2,0.3,0,female
25.8,66.2,0.06,1.2,0.3,0,female
24.7,56.2,0.06,1.2,0.3,0,female
24.7,56.2,0.06,1.2,0.3,0,female
24.7,56.2,0.06,1.2,0.3,1,female
25.8,66.7,0.06,1.2,0.3,0,female
25.8,66.7,0.06,1.2,0.3,1,female
24.2,71.6,0.06,1.2,0.3,0,female
24.2,71.6,0.06,1.2,0.3,0,female
24.2,71.6,0.06,1.2,0.3,-1,female
24.2,71.6,0.06,1.2,0.3,-1,female
24.2,71.6,0.06,1.2,0.3,0,female
24.2,71.6,0.06,1.2,0.3,1,male
23.87,53.88083127,0.06,1.2,0.245,0,female
22.63,26.94875421,0.06,1.2,0.21,0,female
26.5,51,0.06,1.2,0.12,0,male
20.9,46.00474738,0.06,1.203071672,0.87756,1,female
20.7,49.93591812,0.06,1.203071672,0.80956,0.3,female
25,53.51244641,0.06,1.203071672,0.6798,,male
20.8,65.46388773,0.06,1.203071672,0.618,0,female
24.3,45.85252107,0.06,1.203071672,0.56888,2,female
27.5,50.03471671,0.06,1.203071672,0.56888,2,male
27.7,46.83247295,0.06,1.203071672,0.56888,2.5,male
27.5,50.03471671,0.06,1.203071672,0.547,0,male
22,56.38295723,0.06,1.203071672,0.54384,0.7,female
24.3,45.85252107,0.06,1.203071672,0.53148,-1,male
27.5,50.03471671,0.06,1.203071672,0.47042,2.5,male
25.9,61.36463432,0.06,1.203071672,0.47042,1,male
21.9,56.98212539,0.06,1.203071672,0.45732,-0.9,female
24.4,36.97809343,0.06,1.203071672,0.33914,1,female
22.5,35.93112886,0.06,1.208191126,0.58092,1,female
24,46.72872863,0.06,1.211604096,0.4376,-3,female
23.6,45.60322125,0.06,1.220136519,0.55794,0,female
23.5,49.95552629,0.06,1.220136519,0.51418,0.5,female
25.9,45.96063204,0.06,1.220136519,0.34608,0.6,female
22.37666667,37.32,0.06,1.237,1.04,1.7,female
23,40.40702697,0.06,1.237201365,0.88992,1.4,female
22.9,43,0.06,1.237201365,0.88,0,male
23.3,47.77893528,0.06,1.245733788,0.82812,0.5,male
23.9,56.28495584,0.06,1.245733788,0.5452,0,male
25.6,32,0.06,1.245733788,0.45,2,female
20.6,43.51354603,0.06,1.250853242,0.66734,-1,male
22.7,30.78175702,0.06,1.254266212,0.75486,0,female
25.1,48.64249634,0.06,1.254266212,0.47042,0,female
23.1,58.88020076,0.06,1.254266212,0.47042,0,male
21.6,26,0.06,1.262798635,0.82,0,female
19.5,54.29018978,0.06,1.262798635,0.7076,-1,male
22.3,39.39167839,0.06,1.262798635,0.4988,0,male
23.7,42.61307884,0.06,1.271331058,0.67828,0,male
21.7,45.72865058,0.06,1.276450512,0.64546,0,male
25,56.05937727,0.06,1.276450512,0.47042,0.8,male
22.1,53.01788697,0.06,1.276450512,0.47042,-0.5,male
22.7,51.66697216,0.06,1.276450512,0.46968,-1,female
25.9,44.78820548,0.06,1.279863481,0.75396,1,male
22.5,44.81627133,0.06,1.279863481,0.70016,-1.7,female
22.7,47.03226332,0.06,1.279863481,0.51418,0.5,female
22.3,43.89601299,0.06,1.284982935,0.40478,-1,female
24.4,45.36029567,0.06,1.288395904,0.56888,1,male
22.6,51.55167798,0.06,1.296928328,0.40478,-0.5,female
19.9,18.4,0.06,1.3,1.9,-1,female
17.6,52.6,0.06,1.3,1.72,-2,male
18.7,49.3,0.06,1.3,1.67,-3,male
15.4,58.4,0.06,1.3,1.59,-1,male
22.3,29.1,0.06,1.3,1.51,0,male
15,28.3,0.06,1.3,1.38,0,male
20.5,62.1,0.06,1.3,1.24,-1,female
19.5,64.9,0.06,1.3,1.23,-3,female
22.5,33.5,0.06,1.3,1.21,1,female
23.6,42.5,0.06,1.3,1.19,0,male
24,42.9,0.06,1.3,1.18,-2,male
23,45.8,0.06,1.3,1.16,1,male
24.1,51.4,0.06,1.3,1.15,0,male
19.7,49.8,0.06,1.3,1.15,-1,male
24.8,41.4,0.06,1.3,1.09,-1,male
21.3,59.9,0.06,1.3,1.08,-1,male
16.8,54.8,0.06,1.3,1.04,-2,male
22.8,44,0.06,1.3,1.02,0,male
24.2,34.2,0.06,1.3,1.01,0,female
25.2,38.7,0.06,1.3,1.01,0,female
22.7,38.2,0.06,1.3,1.01,-1,female
21.3,56.3,0.06,1.3,1.01,0,male
23.4,19.4,0.06,1.3,1,0,male
23.9,45.4,0.06,1.3,0.99,0,male
21.9,,0.06,1.3,0.97,-1,female
25.2,34.7,0.06,1.3,0.97,1,female
22.1,64.6,0.06,1.3,0.94,-2,female
21.7,39.8,0.06,1.3,0.94,-0.2,female
20.5,43.6,0.06,1.3,0.94,0,female
22.7,22.7,0.06,1.3,0.94,1,female
25.6,64.8,0.06,1.3,0.93,0,female
23.8,43.8,0.06,1.3,0.93,1,male
24.3,28,0.06,1.3,0.91,-1,male
21.7,54.9,0.06,1.3,0.91,0,male
22.4,20.7,0.06,1.3,0.9,1,female
20.1,35.6,0.06,1.3,0.88,0,female
21.5,40.4,0.06,1.3,0.88,1.5,male
20.6,41.9,0.06,1.3,0.88,1.3,male
26.6,43.4,0.06,1.3,0.88,0,male
26.4,,0.06,1.3,0.87,2,male
25.6,48.6,0.06,1.3,0.86,0,female
23.6,27,0.06,1.3,0.85,0,female
22.2,38.5,0.06,1.3,0.85,0,female
22.3,38,0.06,1.3,0.84,1.6,male
24.4,54.2,0.06,1.3,0.82,0,male
28.2,44.9,0.06,1.3,0.81,0,male
25.7,49.3,0.06,1.3,0.8,1,female
25.7,46.3,0.06,1.3,0.8,0,male
26.2,38.9,0.06,1.3,0.8,-2,male
22.3,37.2,0.06,1.3,0.8,1.5,male
23.6,51.3,0.06,1.3,0.79,0,male
23.6,53.4,0.06,1.3,0.79,0,male
24.1,57.3,0.06,1.3,0.78,0.5,female
27.9,32.2,0.06,1.3,0.78,0,male
21.3,51.9,0.06,1.3,0.77,-1,female
26.6,62.9,0.06,1.3,0.76,1,female
23.8,33.8,0.06,1.3,0.75,1,female
23.9,56.3,0.06,1.3,0.75,0,male
24.3,62.3,0.06,1.3,0.75,0,male
26,46.8,0.06,1.3,0.74,0,male
26.6,45.2,0.06,1.3,0.74,0,male
25.9,63.3,0.06,1.3,0.74,1,male
23.6,53.4,0.06,1.3,0.74,0,male
24.2,51.9,0.06,1.3,0.74,0,male
23.6,50.6,0.06,1.3,0.74,0,male
23.6,51.7,0.06,1.3,0.74,0,male
23.1,61.5,0.06,1.3,0.72,0,female
25.4,54.8,0.06,1.3,0.72,1,male
21.1,35.4,0.06,1.3,0.72,0,male
25.7,66.1,0.06,1.3,0.71,1,male
23.6,29.4,0.06,1.3,0.71,1,male
22.6,52.5,0.06,1.3,0.71,-1,male
23.4,19.8,0.06,1.3,0.7,0,female
22.3,23.3,0.06,1.3,0.7,-2,female
22.4,20.6,0.06,1.3,0.7,-2,male
24.8,52.3,0.06,1.3,0.7,-1.5,male
23,47.3,0.06,1.3,0.7,0,male
23.7,51.2,0.06,1.3,0.7,0,male
23.2,48.8,0.06,1.3,0.7,0,male
23.8,54.8,0.06,1.3,0.7,0,male
21.3,82.2,0.06,1.3,0.7,-1,male
24.3,48.1,0.06,1.3,0.7,0,male
25.8,46.1,0.06,1.3,0.69,1,male
23.4,39.5,0.06,1.3,0.69,-1,male
24.1,44.7,0.06,1.3,0.68,1,female
22.5,57.1,0.06,1.3,0.67,-2,male
26.6,37.4,0.06,1.3,0.67,1,male
25.2,76.3,0.06,1.3,0.66,-1,female
24.1,52.1,0.06,1.3,0.66,0,female
26.9,48.2,0.06,1.3,0.66,1,female
23.9,52.4,0.06,1.3,0.66,0,female
20.9,50.1,0.06,1.3,0.65,0,female
21.9,43.6,0.06,1.3,0.65,0,female
22.9,,0.06,1.3,0.65,-1,female
26.4,52.7,0.06,1.3,0.65,-1,male
22.9,57,0.06,1.3,0.65,0,male
24.6,29.7,0.06,1.3,0.64,1,male
24.7,66,0.06,1.3,0.64,0,male
28.7,58.6,0.06,1.3,0.63,1,female
23,48.2,0.06,1.3,0.63,0,female
26.2,67.4,0.06,1.3,0.63,-1,female
19.9,52.8,0.06,1.3,0.62,0,female
24.7,48.7,0.06,1.3,0.62,0,male
22.2,47.8,0.06,1.3,0.61,0,female
25,46.1,0.06,1.3,0.61,0,female
24.4,36,0.06,1.3,0.61,0,male
24.2,36.3,0.06,1.3,0.61,0,male
22.7,28.5,0.06,1.3,0.6,0,female
24,19.9,0.06,1.3,0.6,1,female
24.5,32.4,0.06,1.3,0.6,1,male
23,38.4,0.06,1.3,0.59,0,male
24.5,53.7,0.06,1.3,0.59,0,male
24.5,54.7,0.06,1.3,0.59,0,male
26.4,42.6,0.06,1.3,0.58,0,male
23,48.8,0.06,1.3,0.57,0,female
23.7,55.5,0.06,1.3,0.57,0,female
27.1,44.3,0.06,1.3,0.57,2,male
24.2,,0.06,1.3,0.56,0,male
27.2,48.5,0.06,1.3,0.56,1,male
26.5,45.4,0.06,1.3,0.56,1,male
21.8,41.6,0.06,1.3,0.55,-0.1,female
20.3,68.3,0.06,1.3,0.55,0,female
27.7,45.3,0.06,1.3,0.55,1,female
24.2,65.6,0.06,1.3,0.55,0,male
24.1,62.6,0.06,1.3,0.55,0,male
27.1,47.3,0.06,1.3,0.55,1,male
25.2,44.9,0.06,1.3,0.54,2,male
24.6,64.4,0.06,1.3,0.53,1,female
21.2,39.2,0.06,1.3,0.52,0,female
24.1,35.4,0.06,1.3,0.51,0,female
23.8,52,0.06,1.3,0.5,0,female
25.1,56.5,0.06,1.3,0.5,1,female
24.4,58.9,0.06,1.3,0.5,0,male
30,41.4,0.06,1.3,0.5,2,male
23.4,47.5,0.06,1.3,0.49,2,female
26.8,48.8,0.06,1.3,0.49,1,male
24.1,,0.06,1.3,0.48,0,female
27.8,44,0.06,1.3,0.48,0,female
24.8,45.9,0.06,1.3,0.47,0,female
27.3,51.3,0.06,1.3,0.47,2,female
24.8,61.9,0.06,1.3,0.46,1,female
22.3,64.1,0.06,1.3,0.46,1,male
24.2,65.8,0.06,1.3,0.46,0,male
24.8,74.1,0.06,1.3,0.46,1,male
23.6,58.1,0.06,1.3,0.46,0,male
23.5,57.8,0.06,1.3,0.46,0,male
27.5,63.7,0.06,1.3,0.46,1,male
26.3,50.7,0.06,1.3,0.44,0,female
21.7,55.2,0.06,1.3,0.44,0,male
24.6,59.6,0.06,1.3,0.43,0,female
25.6,61.1,0.06,1.3,0.43,0,female
25.2,68.3,0.06,1.3,0.43,0,female
25.2,62.3,0.06,1.3,0.43,0,male
23,38.9,0.06,1.3,0.42,1.5,female
25.4,56.4,0.06,1.3,0.42,2,female
23.2,60.7,0.06,1.3,0.41,-1,female
24.4,59.3,0.06,1.3,0.41,1,female
23.2,56.8,0.06,1.3,0.41,-1,male
24.1,51.6,0.06,1.3,0.4,-1,female
24.1,50.7,0.06,1.3,0.4,0,female
26.4,49.3,0.06,1.3,0.4,2,male
23.7,49,0.06,1.3,0.39,0,female
28,45.9,0.06,1.3,0.36,1,male
30.6,38.2,0.06,1.3,0.35,2,female
26.8,37.48045189,0.06,1.302047782,0.63452,1.5,male
22.5,42.87556434,0.06,1.310580205,1.13712,0,male
21,48,0.06,1.321501706,0.97,1,male
22.5,50.7631589,0.06,1.327645051,1.08768,0.1,male
23.7,42.61307884,0.06,1.327645051,0.53148,1,female
21.9,62,0.06,1.33105802,1.02,1,male
22.2,53.13135231,0.06,1.33105802,0.77674,1,female
23.6,52.67544066,0.06,1.33105802,0.6728,0,male
23.5,49.95552629,0.06,1.33105802,0.56888,-0.9,female
23,40.40702697,0.06,1.339590444,0.86426,0.5,male
25.4,46.56429973,0.06,1.339590444,0.44496,0,female
24.7,55.12255819,0.06,1.344709898,0.64272,0,male
25.3,50.70700987,0.06,1.348122867,0.64546,1.5,male
27.7,46.83247295,0.06,1.348122867,0.61264,0,male
27.5,50.03471671,0.06,1.348122867,0.6017,1,male
18.1,64.1,0.06,1.35,0.95,-1,female
23,41.03239987,0.06,1.361774744,0.7416,1.2,male
23.6,52.67544066,0.06,1.361774744,0.72924,0.5,male
23.1,42,0.06,1.365187713,0.57,1,female
25.3,,0.06,1.365187713,0.54,2,female
24.2,57.24050253,0.06,1.365187713,0.47042,0,male
19.6,89,0.06,1.38,0.41,0,male
25.9,64.62018344,0.06,1.38225256,0.50676,2,female
23.8,48.38185501,0.06,1.399317406,0.3712,0.4,male
24.7,13.7,0.06,1.4,1.1,-3,female
22.2,29.6,0.06,1.4,1.1,-1,male
22.4,31.5,0.06,1.4,0.96,0,female
24.2,28.75252718,0.06,1.4,0.9549999,1,male
22.94,55.22861631,0.06,1.4,0.865,1,female
23.89,55.66093293,0.06,1.4,0.845,1,male
23.1,19.1,0.06,1.4,0.8,-2,female
22.6,21.5,0.06,1.4,0.8,0,female
18.9,43.8,0.06,1.4,0.8,-2,male
20.45,31.18602214,0.06,1.4,0.765,3,female
21.9,44.46874501,0.06,1.4,0.755,0,female
18.9,43.8,0.06,1.4,0.75,0,female
23.2,19.4,0.06,1.4,0.7,2,female
23.6,23.2,0.06,1.4,0.7,-1,female
18.9,43.8,0.06,1.4,0.69,0,female
20,48.1,0.06,1.4,0.67,1,male
20.2,49.5,0.06,1.4,0.66,1,female
18.1,45.7,0.06,1.4,0.62,-3,female
18.6,44.5,0.06,1.4,0.59,0,female
23.75,57.26616695,0.06,1.4,0.545,0,female
21.44,64.5864995,0.06,1.4,0.535,0.9,male
23.9,10,0.06,1.4,0.5,1,female
24.4,49.5,0.06,1.4,0.5,-1,male
